"349190600","BIELSKO-BIA£A","2018","01",11.6,"",5.0,"",-7.7,"",-.4,"",2.3,"",-10.8,"",23.5,"",6.5,"","08","",58.8,"",4,"",5,"",7,"",10,"",4,"",0,"",5,"",25,"",0,"",0,"",0,"",0,"",0,"",12,"",2,"",0,"",0,"",9,""
"349190600","BIELSKO-BIA£A","2018","02",7.2,"",-1.4,"",-15.5,"",-6.0,"",-3.7,"",-23.3,"",34.1,"",9.5,"","04","",47.0,"",19,"",25,"",0,"",16,"",4,"",0,"",7,"",28,"",0,"",1,"",6,"",1,"",2,"",1,"",0,"",0,"",0,"",3,""
"349190600","BIELSKO-BIA£A","2018","03",16.5,"",4.8,"",-17.2,"",-3.0,"",1.0,"",-21.9,"",28.5,"",10.1,"","16","",110.7,"",15,"",14,"",5,"",7,"",2,"",0,"",2,"",24,"",0,"",0,"",2,"",0,"",7,"",5,"",0,"",0,"",2,"",5,""
"349190600","BIELSKO-BIA£A","2018","04",26.7,"",20.3,"",-1.0,"",8.2,"",14.3,"",-1.7,"",10.3,"",3.5,"","23","",218.2,"",0,"",0,"",7,"",1,"",1,"",0,"",1,"",6,"",0,"",0,"",0,"",0,"",0,"",4,"",0,"",1,"",17,"",2,""
"349190600","BIELSKO-BIA£A","2018","05",28.0,"",21.3,"",5.1,"",10.6,"",16.2,"",2.2,"",91.1,"",19.5,"","17","",247.1,"",0,"",0,"",14,"",0,"",0,"",1,"",1,"",11,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",9,"",26,"",0,""
"349190600","BIELSKO-BIA£A","2018","06",29.5,"",22.7,"",8.1,"",13.5,"",17.6,"",6.1,"",135.5,"",30.4,"","02","",164.1,"",0,"",0,"",16,"",1,"",0,"",0,"",2,"",15,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",9,"",15,"",0,""
"349190600","BIELSKO-BIA£A","2018","07",29.5,"",24.1,"",5.9,"",13.7,"",18.7,"",4.8,"",126.3,"",40.3,"","18","",.0,"8",0,"",0,"",15,"",0,"",0,"",0,"",2,"",15,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",8,"",23,"",0,""
"349190600","BIELSKO-BIA£A","2018","08",32.2,"",26.1,"",6.8,"",15.2,"",20.5,"",5.4,"",54.9,"",17.3,"","25","",286.7,"",0,"",0,"",9,"",0,"",0,"",0,"",0,"",11,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",3,"",22,"",0,""
"349190600","BIELSKO-BIA£A","2018","09",28.0,"",20.9,"",.3,"",10.7,"",15.3,"",-1.0,"",137.9,"",54.2,"","02","",216.1,"",0,"",0,"",12,"",0,"",0,"",0,"",4,"",15,"",0,"",0,"",0,"",0,"",0,"",4,"",1,"",4,"",23,"",2,""
"349190600","BIELSKO-BIA£A","2018","10",22.5,"",16.0,"",1.3,"",7.1,"",11.2,"",-.6,"",70.5,"",19.9,"","23","",162.9,"",0,"",0,"",12,"",0,"",0,"",0,"",6,"",23,"",0,"",0,"",0,"",0,"",1,"",5,"",0,"",0,"",18,"",0,""
"349190600","BIELSKO-BIA£A","2018","11",19.9,"",9.1,"",-8.4,"",2.4,"",5.4,"",-10.5,"",10.6,"",3.9,"","13","",122.0,"",1,"",1,"",7,"",2,"",2,"",1,"",8,"",26,"",1,"",5,"",0,"",0,"",4,"",1,"",0,"",0,"",15,"",6,""
"349190600","BIELSKO-BIA£A","2018","12",9.9,"",3.7,"",-7.7,"",-.9,"",1.5,"",-14.8,"",82.2,"",12.6,"","11","",23.1,"",16,"",13,"",12,"",11,"",6,"",1,"",2,"",28,"",2,"",0,"",0,"",0,"",0,"",3,"",0,"",0,"",0,"",3,""
"349190625","ZAKOPANE","2018","01",10.0,"",3.3,"",-12.0,"",-4.2,"",-.9,"",-16.8,"",21.9,"",7.5,"","21","",72.2,"",21,"",30,"",4,"",13,"",4,"",0,"",9,"",30,"",6,"",1,"",2,"",1,"",0,"",0,"",0,"",0,"",0,"",6,""
"349190625","ZAKOPANE","2018","02",7.0,"",-3.2,"",-19.0,"",-8.8,"",-6.4,"",-24.7,"",48.0,"",6.2,"","04","",51.9,"",33,"",27,"",0,"",21,"",3,"",0,"",2,"",28,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",9,""
"349190625","ZAKOPANE","2018","03",12.5,"",3.0,"",-21.7,"",-6.1,"",-1.7,"",-26.0,"",28.4,"",10.2,"","31","",135.2,"",29,"",20,"",4,"",10,"",2,"",0,"",4,"",28,"",3,"",1,"",0,"",0,"",0,"",1,"",0,"",0,"",1,"",20,""
"349190625","ZAKOPANE","2018","04",23.3,"",17.5,"",-3.1,"",5.6,"",11.4,"",-3.5,"",33.8,"",9.2,"","01","",247.0,"",4,"",1,"",9,"",1,"",1,"",0,"",1,"",9,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",1,"",13,"",6,""
