"249180010","PSZCZYNA","2018","01",1.7,"",.0,"8",.0,"8",6.0,""
"249180010","PSZCZYNA","2018","02",-3.3,"",.0,"8",.0,"8",6.5,""
"249180010","PSZCZYNA","2018","03",.7,"",.0,"8",.0,"8",5.4,""
"249180010","PSZCZYNA","2018","04",13.7,"",.0,"8",.0,"8",3.5,""
"249180010","PSZCZYNA","2018","05",16.8,"",.0,"8",.0,"8",3.8,""
"249180010","PSZCZYNA","2018","06",18.6,"",.0,"8",.0,"8",5.2,""
"249180010","PSZCZYNA","2018","07",19.5,"",.0,"8",.0,"8",4.4,""
"249180010","PSZCZYNA","2018","08",20.5,"",.0,"8",.0,"8",3.2,""
"249180010","PSZCZYNA","2018","09",15.0,"",.0,"8",.0,"8",3.8,""
"249180010","PSZCZYNA","2018","10",10.2,"",.0,"8",.0,"8",4.3,""
"249180010","PSZCZYNA","2018","11",4.5,"",.0,"8",.0,"8",4.9,""
"249180010","PSZCZYNA","2018","12",1.3,"",.0,"8",.0,"8",7.2,""
"249180160","BRENNA","2018","01",3.2,"",.0,"8",.0,"8",5.8,""
"249180160","BRENNA","2018","02",-3.6,"",.0,"8",.0,"8",6.7,""
"249180160","BRENNA","2018","03",1.0,"",.0,"8",.0,"8",5.6,""
"249180160","BRENNA","2018","04",13.8,"",.0,"8",.0,"8",3.9,""
"249180160","BRENNA","2018","05",16.3,"",.0,"8",.0,"8",4.5,""
"249180160","BRENNA","2018","06",17.9,"",.0,"8",.0,"8",5.6,""
"249180160","BRENNA","2018","07",18.7,"",.0,"8",.0,"8",4.7,""
"249180160","BRENNA","2018","08",20.1,"",.0,"8",.0,"8",3.4,""
"249180160","BRENNA","2018","09",14.9,"",.0,"8",.0,"8",4.3,""
"249180160","BRENNA","2018","10",10.6,"",.0,"8",.0,"8",4.5,""
"249180160","BRENNA","2018","11",5.3,"",.0,"8",.0,"8",5.1,""
"249180160","BRENNA","2018","12",1.8,"",.0,"8",.0,"8",7.1,""
"249190350","ZAWOJA","2018","01",.2,"",.0,"8",.0,"8",4.8,""
"249190350","ZAWOJA","2018","02",-6.0,"",.0,"8",.0,"8",5.6,""
