"249180010","PSZCZYNA","2022","01",.3,"",.0,"8",.0,"8",6.2,""
"249180010","PSZCZYNA","2022","02",3.3,"",.0,"8",.0,"8",5.3,""
"249180010","PSZCZYNA","2022","03",3.1,"",.0,"8",.0,"8",.0,"8"
"249180010","PSZCZYNA","2022","04",6.4,"",.0,"8",.0,"8",5.7,""
"249180010","PSZCZYNA","2022","05",14.5,"",.0,"8",.0,"8",4.4,""
"249180010","PSZCZYNA","2022","06",18.9,"",.0,"8",.0,"8",3.3,""
"249180010","PSZCZYNA","2022","07",19.1,"",.0,"8",.0,"8",3.9,""
"249180010","PSZCZYNA","2022","08",19.7,"",.0,"8",.0,"8",3.8,""
"249180010","PSZCZYNA","2022","09",12.3,"",.0,"8",.0,"8",5.9,""
"249180010","PSZCZYNA","2022","10",10.8,"",.0,"8",.0,"8",3.5,""
"249180010","PSZCZYNA","2022","11",4.1,"",.0,"8",.0,"8",5.0,""
"249180010","PSZCZYNA","2022","12",.1,"",.0,"8",.0,"8",6.4,""
"249180160","BRENNA","2022","01",1.0,"",.0,"8",.0,"8",6.3,""
"249180160","BRENNA","2022","02",3.5,"",.0,"8",.0,"8",5.3,""
"249180160","BRENNA","2022","03",2.6,"",.0,"8",.0,"8",3.4,""
"249180160","BRENNA","2022","04",6.4,"",.0,"8",.0,"8",5.6,""
"249180160","BRENNA","2022","05",14.3,"",.0,"8",.0,"8",4.5,""
"249180160","BRENNA","2022","06",19.1,"",.0,"8",.0,"8",4.0,""
"249180160","BRENNA","2022","07",19.0,"",.0,"8",.0,"8",4.5,""
"249180160","BRENNA","2022","08",19.2,"",.0,"8",.0,"8",4.4,""
"249180160","BRENNA","2022","09",12.6,"",.0,"8",.0,"8",6.0,""
"249180160","BRENNA","2022","10",11.9,"",.0,"8",.0,"8",4.2,""
"249180160","BRENNA","2022","11",4.9,"",.0,"8",.0,"8",5.5,""
"249180160","BRENNA","2022","12",1.2,"",.0,"8",.0,"8",6.4,""
"249190560","JAB£ONKA","2022","01",-2.7,"",.0,"8",1.7,"",6.3,""
"249190560","JAB£ONKA","2022","02",-.4,"",.0,"8",1.7,"",5.7,""
"249190560","JAB£ONKA","2022","03",-.9,"",.0,"8",1.2,"",3.6,""
"249190560","JAB£ONKA","2022","04",4.1,"",.0,"8",1.5,"",6.1,""
"249190560","JAB£ONKA","2022","05",11.8,"",.0,"8",1.3,"",4.5,""
"249190560","JAB£ONKA","2022","06",16.7,"",.0,"8",1.2,"",4.1,""
"249190560","JAB£ONKA","2022","07",16.9,"",.0,"8",1.0,"",4.8,""
"249190560","JAB£ONKA","2022","08",17.1,"",.0,"8",1.0,"",5.1,""
"249190560","JAB£ONKA","2022","09",10.5,"",.0,"8",.8,"",6.2,""
"249190560","JAB£ONKA","2022","10",7.9,"",.0,"8",.8,"",4.4,""
"249190560","JAB£ONKA","2022","11",1.7,"",.0,"8",.7,"",5.4,""
"249190560","JAB£ONKA","2022","12",-1.6,"",.0,"8",1.1,"",6.6,""
